output_filename,noise_path,noise_snr,s1_path,s1_start,s1_end,s1_tag,s1_snr,s2_path,s2_start,s2_end,s2_tag,s2_snr
40.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/20ro010f_1.6119_205c010o_-1.6119.wav,-0.08380949491982781,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,409.28,423.28,0.263538496425692,-0.9503454776992197,/data/lmorove1/hwang258/librilight/small/1961/short_scifi_001_0711_64kb_mp3/martianvfw_vandenburg_cy_64kb.flac,130.8,140.24,1.1375900505157497,0.6165834397522918
41.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/20uo010c_2.2932_20ha010x_-2.2932sp12.wav,-0.5608906802608304,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,423.92,431.44,0.27897265750346073,1.434093297305516,/data/lmorove1/hwang258/librilight/small/250/life_ofthe_spirit_mr_librivox_64kb_mp3/life_spirit_today_00_underhill_64kb.flac,252.24,258.08,1.2004611531010334,1.2588375649099302
42.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/01wo031d_0.88393_408c020f_-0.88393.wav,-2.1200768782495794,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,432.0,436.96,0.14901242188431574,-1.8396475330805855,/data/lmorove1/hwang258/librilight/small/3703/chopin_man_music_1207_librivox_64kb_mp3/chopin_06_huneker_64kb.flac,427.44,435.04,0.7852238523253324,-1.5887911147685059
43.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/207o010k_2.2393_01wo030j_-2.2393sp08.wav,0.1879957308489706,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,437.84,442.48,0.01621177439587854,4.635653790179703,/data/lmorove1/hwang258/librilight/small/1264/extermination_american_bison_1503_librivox_64kb_mp3/exterminationamericanbison_31_hornaday_64kb.flac,232.48,241.2,1.2293333151002295,2.81748298063558
44.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/019c0216_2.1908_017c020m_-2.1908sp12.wav,-1.2904004066552652,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,443.04,450.96,0.24277265793839478,2.82971417367488,/data/lmorove1/hwang258/librilight/small/2156/valley_silent_men_rm_0811_librivox_64kb_mp3/valleyofsilentmen_05_curwood_64kb.flac,798.72,804.64,0.6236981641038758,3.3829581054165816
45.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/01jc0205_1.6045_20lc0108_-1.6045sp08.wav,1.605033852219984,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,452.08,460.08,0.08240472591196492,5.106000723954313,/data/lmorove1/hwang258/librilight/small/2269/way_of_all_flesh_rf_librivox1_64kb_mp3/wayofallflesh_04_butler_64kb.flac,959.12,968.64,1.0312569465194013,5.562777280140221
46.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/20ha0114_2.0055_40ha010s_-2.0055sp12.wav,2.871293047952163,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,460.72,473.04,0.14360996882569746,3.827943920717092,/data/lmorove1/hwang258/librilight/small/208/shortpoetry_016_librivox_64kb_mp3/enough_masson_alnl_64kb.flac,22.4,24.32,0.8304859933406028,1.436843457088191
47.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/014c020n_0.58007_20uo0103_-0.58007sp08.wav,-2.5252803396785346,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,474.24,482.8,0.23631342384712287,-1.9633926935360346,/data/lmorove1/hwang258/librilight/small/263/nippon_libriviox_64kb_mp3/nippon_noyes_mks_64kb.flac,43.76,47.52,1.1960814019114174,2.022456695357442
48.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/40ma0111_1.381_40ic020s_-1.381sp12.wav,-2.717508598638962,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,483.76,494.32,0.22289670436302378,-1.2277951320366394,/data/lmorove1/hwang258/librilight/small/3346/lincoln_story_book2_0902_librivox_64kb_mp3/lincolnstorybook_256_williams_64kb.flac,7.2,8.96,0.7005142156371995,4.279237352178999
49.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/011a0103_1.3636_026c020c_-1.3636sp08.wav,0.8644527778266129,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,495.36,500.96,0.0318614664079403,1.2844178004801057,/data/lmorove1/hwang258/librilight/small/1345/man_property_librivox_64kb_mp3/manofproperty_16_galsworthy_64kb.flac,20.16,28.48,0.6673115275675512,-0.21945404180814787
50.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/40ko030k_0.51239_029o030i_-0.51239sp08.wav,-1.0418455509767184,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,501.84,504.24,0.13123404328939492,2.708930642546921,/data/lmorove1/hwang258/librilight/small/1593/lincoln_story_book2_0902_librivox_64kb_mp3/lincolnstorybook_381_williams_64kb.flac,31.44,42.88,0.8686558641655608,-2.0653754928421004
51.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/40oo030v_2.2251_026o030g_-2.2251sp08.wav,0.6447363464132962,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,504.8,510.96,0.01715764821444631,1.8078464256093936,/data/lmorove1/hwang258/librilight/small/3511/lincoln_story_book2_0902_librivox_64kb_mp3/lincolnstorybook_319_williams_64kb.flac,97.28,107.84,0.9410668020337514,1.2125183766496823
52.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/025c020m_0.23321_40ko030f_-0.23321sp08.wav,2.716417353098117,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,511.44,514.48,0.2031753331174443,4.675043339932562,/data/lmorove1/hwang258/librilight/small/2724/short_poetry_068_librivox_64kb_mp3/greatspirits_keats_mtd_64kb.flac,59.44,61.76,1.0760903047569725,4.577579292278558
53.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/012c020x_1.927_20uc010j_-1.927.wav,-2.6617693533320406,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,515.28,524.08,0.12582823141143323,4.3336332432033755,/data/lmorove1/hwang258/librilight/small/243/woman_as_decoration_0910_librivox_64kb_mp3/womanasdecoration_16_burbank_64kb.flac,496.0,507.6,0.6597312053706916,0.42980361883848905
54.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/207o010n_1.558_20ia0104_-1.558.wav,-0.5712521552010088,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,525.12,527.68,0.22889973895584156,-0.854714072757369,/data/lmorove1/hwang258/librilight/small/3821/institutes_christian_religion2_1003_librivox_64kb_mp3/institutesofchristianreligion2_24_calvin_64kb.flac,450.08,456.24,0.7843841150689421,1.5145289049359567
55.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/40dc020i_0.5438_40ca010o_-0.5438sp08.wav,0.7220312699210876,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,528.4,534.48,0.06946154830846997,-0.16715988432102913,/data/lmorove1/hwang258/librilight/small/1557/nippon_libriviox_64kb_mp3/nippon_noyes_ry_64kb.flac,14.16,20.08,0.8221689360560923,5.436992070817601
56.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/406o0302_0.050362_20ca010q_-0.050362sp12.wav,2.7630665356756214,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,535.44,547.52,0.13195538618208189,0.932661135186533,/data/lmorove1/hwang258/librilight/small/3020/canadas_hundred_days_2_1002_librivox_64kb_mp3/canadashundreddays_2_03_livesay_64kb.flac,1234.16,1270.0,0.85568655557023,-2.52794286764674
