output_filename,room_x,room_y,room_z,micL_x,micL_y,micR_x,micR_y,mic_z,s1_x,s1_y,s1_z,s2_x,s2_y,s2_z,T60
29.wav,7.998495228202508,7.980073231632028,3.4835509248573,3.727920134724883,3.8879512018343716,3.8928564066538938,3.929134040519429,1.717280232503339,4.306364933919984,4.605847793588881,1.2647793666437017,4.103909406823051,3.125143000255699,1.2947797372696723,0.5211739585535393
30.wav,6.044912117197832,5.160057459142521,3.701524504110715,3.018802927030131,2.6954505248072387,3.188319971335309,2.682645381698463,1.7514344018589156,3.4495085864081707,4.592580603603073,1.7079526498743063,3.870967616775067,2.6999773602725683,0.9784854482128836,0.4125070852009005
31.wav,6.560482206005381,8.847594874895837,3.418803794009036,3.296431262768731,4.478056185129961,3.306503606407792,4.328394740884568,0.935245056575496,3.883125538420495,4.841483363550827,1.6515957092638487,3.358747912193278,2.6993584780126834,1.6665043958368226,0.30983105612881323
32.wav,6.84738918679896,9.544972652942572,3.0087206733771263,3.3783145152785283,4.609256166111383,3.3149121753395785,4.756157981247432,1.4434671488313002,4.279993910033599,4.3786828461916265,1.1988212064051817,4.50929757008421,5.3164164801316804,1.1871067037192764,0.17244347627700998
33.wav,8.43184638182654,6.563570599282822,3.8180664434058866,4.025788289220009,3.2350293694681826,4.1742645984223,3.2563550724030326,1.114292197991409,6.002642959607771,3.10828153502246,1.7604895078551666,2.926286264002811,3.1880272131861718,1.3574435047881108,0.4316244525107459
34.wav,7.268363321924186,6.170316700739537,3.634359096200768,3.550684766693117,3.16986986716275,3.4291436749879485,3.081962171099687,1.0253125055098802,1.9116286729586967,3.380757405338601,1.7616979328514644,4.6514569745157885,3.556623196616729,0.9152649374358057,0.6311337682809506
35.wav,5.068530948469151,7.647151384500248,3.5539230207031203,2.758276651430363,3.880370932657275,2.593700193356234,3.922968930823556,1.4897882079410576,3.4021713894363153,3.4219577599904443,1.3743847840486958,2.0710170206786866,4.240428244840832,1.4734533826853,0.8554294277180104
36.wav,5.505046589102854,9.93163343549867,3.0565516910143358,2.742322256329011,5.040343457921759,2.81744548777087,5.170176042806036,1.5852625736235637,3.2477635890783394,4.571911579746173,0.9194310598435547,3.0597371583576423,4.487771071716253,1.1259326242217058,0.20814689958341767
37.wav,7.923304968806538,8.476752550005568,3.572122955263066,3.840415327279732,4.1361520322407905,4.000415058811477,4.135858928556644,1.601252922943189,3.5740516523264994,3.3898846796856104,1.0016154007480051,3.055406504181785,3.337923405108283,1.58180531428404,0.6970911379776057
38.wav,7.6651547422024535,8.381186929023729,3.801029446803066,3.640377970336889,4.069167835791817,3.792530417779356,4.118661600421993,1.134794128134105,4.392838846762316,5.721705069985369,1.494110308387946,3.856461882207215,4.923593872271002,1.4985292381964552,0.49383953468355096
39.wav,5.5125796926314266,7.874388347601667,3.352566990844214,2.8141339481311833,3.8945609085729416,2.9735520744179205,3.880927823403912,1.097767273653393,4.877720480492952,4.115287724424006,0.9656896365057239,2.0957343159841826,5.537952449383626,1.1343062928016971,0.7359083849999578
40.wav,7.6242940831068395,7.45401416108791,3.418306075628304,3.8614611446457054,3.796456835690236,3.838499524195318,3.628014667613794,1.4567378411267464,3.8093033853102924,2.8745018250302836,1.3850072825075384,2.7233235730501058,2.7595020337518803,1.5714379481373324,0.26918700507605386
41.wav,5.3625532705818335,7.15671689168731,3.472837804909925,2.694672783136745,3.6980026213606783,2.7733080115631696,3.5472826795801558,1.2229640820284686,2.3244779426040436,4.191803747450679,0.9198211393829214,3.638660307279153,4.9927502886544595,1.1125002960557167,0.21346067077643233
42.wav,9.822662190091734,7.555078868231085,3.661366167538729,4.744648985098098,3.835548937406001,4.864290348409836,3.956321219759646,1.712487131555449,6.051471340404763,5.1410378133177534,1.67910603820367,4.645007814136421,4.885923222599544,1.247021000981,0.932679726706578
43.wav,6.813067081879041,5.011657491430951,3.0387181328805974,3.345838603613617,2.373012610593489,3.4198815233167426,2.5148492985195556,1.7315225281594508,2.7015209055977083,2.0306686128230966,1.3640247246128965,2.795259245337237,3.9121363195402363,1.367775231544513,0.10987760714983213
44.wav,8.13210970163004,9.476710883960104,3.5860403306263784,4.2225056568700605,4.6104763015246055,4.134846747967703,4.744326649637894,0.9276068105748269,4.589311255256998,4.064286394092148,0.9697390077806138,4.919969364409386,4.288331764956814,1.3429702843631761,0.38890452701694533
45.wav,9.199900688129055,8.402247579632892,3.7964861702261814,4.639708577134281,4.248554339256151,4.799104174599896,4.262448349065398,1.3289126356514762,3.6546952010999805,3.7477159934433235,1.0823513650960308,4.4919474933812324,6.181568979912448,1.1495269386472955,0.8754262493101159
46.wav,6.737861360482141,6.679778733098723,3.040040400219651,3.454768094491635,3.278242436683781,3.6095853494909105,3.2378491506762113,1.3064467879394939,5.032504643314222,3.9721010043868885,1.5955764927350962,3.467418107230725,2.0502544320723994,1.4214858414875904,0.9562040092285718
47.wav,5.249755449311023,8.007661489232877,3.4723490650959388,2.793189249390988,4.188377344364125,2.6428219025993673,4.109069961234629,1.5937962514334525,1.5130581653051942,4.116190457575995,1.1670917558617133,3.4767755862609917,5.112621265221678,1.5800468832652603,0.23768988992458967
48.wav,6.810933206366689,9.884127371552626,3.745106291976967,3.47674306951407,4.930580947254833,3.587165288807511,4.814792634000381,0.90600744125973,3.0368655082856675,6.412739582372467,1.6564868180073542,3.775238932930672,3.7586007018574477,1.5103120125179474,0.3007214587057254
49.wav,8.416424251834105,8.57746802409128,3.9606445493063154,4.290160400876088,4.375816891393089,4.41729892631926,4.455414600833348,1.1099918959967243,5.816902117230501,3.6636266330475387,1.5382077935922625,3.207515287498109,3.2227676815496986,1.2254025637299648,0.8843158313770252
50.wav,7.85439528719531,6.757147498560908,3.4337440627055775,3.7682772302298333,3.50048991163151,3.8542387703685717,3.365543205050815,1.216192838011317,3.865447877241271,2.4948802361333344,1.6016753358883475,2.9197156261108974,4.1955450498412175,1.6693742338334736,0.9589486973287362
51.wav,8.592941241797993,8.12898542113884,3.754325066554465,4.383282232043031,4.049261292891861,4.456203523235626,4.191677883536368,1.2913770850728443,4.978723274439556,5.082050689513073,1.119809583578148,3.6923174359681745,4.233144298929664,1.677048601399334,0.2020089444295382
52.wav,8.467230889971972,9.340161489741813,3.987816449730961,4.434564858398528,4.814823547783791,4.279284874415098,4.853399791433293,1.7565041910474872,3.287820007558069,5.2892418956899245,1.4125384797588871,5.5599185445110235,4.396814399119618,1.6529534972495534,0.20530639631446343
53.wav,7.2058598607132325,7.630217575750308,3.6512218020986813,3.8015776106390304,3.742080570670555,3.7829723592397344,3.9110593995822533,1.1032674487488865,4.1326740821336285,4.536449256014097,1.502433363728212,4.700494244851773,5.336837539922152,1.0621092968348327,0.4018905805746614
54.wav,7.619295519804323,7.781131636981184,3.693179962549261,3.8569410817018235,3.684387244663376,3.688277374407171,3.7056605575606127,1.3562276991139937,3.4001739380193436,4.94076554855735,1.4149030018903244,2.25491559887634,2.7489724584797086,1.6590516339016994,0.6457305804932876
55.wav,5.515657354530664,7.785903367505647,3.3922758540057663,2.9266477612100936,4.041884890463715,2.79229161692191,4.128766571455813,1.787136736400911,3.3627237824121523,3.1334939528322026,1.62511685253901,2.9260175637600634,2.7346257336236848,1.2944190325913945,0.25909286975864654
56.wav,5.565012456840018,6.698931200622061,3.440002020308106,2.5828589012361753,3.238313744958072,2.612757347081476,3.385303822636926,1.4392924977990278,1.5661967819817428,3.0195189197621284,1.4036286670646783,1.4887037930817677,2.3302503236802368,1.3464293261716214,0.2674842470660884
57.wav,5.561936938278194,7.7522437463454645,3.539764822325682,2.681232458048501,3.7598750067105158,2.52288708480791,3.6980143344437355,1.0719548257378895,1.3986845305512192,2.2246777963114077,1.224525517125009,1.246082507194993,4.564850043250925,1.54433733407436,0.3689376656273553
58.wav,9.383657902427036,9.167891362340212,3.442675993242185,4.6278199332122965,4.432376652015076,4.766831833870282,4.488729925881412,1.1776438491530643,6.472961124103643,4.440038230320603,1.3478114867958109,5.436385505753408,4.33618670579232,1.4969158935128992,0.11912280183483655
59.wav,6.724343544393123,6.257409035845951,3.382035089812178,3.480251173750716,3.2385535320685075,3.472232982507367,3.0687427296760066,1.1905235876444071,2.1047204122461496,3.009906781096684,0.9093055874810075,2.735694919507065,4.298347112999381,0.9289617023026996,0.1271332058916301
60.wav,7.552498251960554,6.648780981354114,3.9515221612644806,3.6905013590765994,3.392629540621061,3.650254235500183,3.557796634934138,1.4237238072624696,4.542455173779083,2.2912713688503583,1.6051311660722618,5.245782260665154,2.3041165366507457,0.9126937031235428,0.789475752978551
61.wav,9.161109165058178,8.972852740388825,3.631411854415062,4.772782999770516,4.640063496780802,4.613606004020109,4.656271026631912,0.9175324340900105,5.449069377159726,4.619800904605375,1.0508335053336075,6.071072570952035,4.624646400641098,1.4070138652351285,0.2881423335318801
62.wav,7.061256893968528,7.810859699890226,3.294935783405999,3.3982609601313127,3.823733281764586,3.288860409181214,3.953854453953492,1.6784397089682248,2.3543462308269083,3.868560614602534,1.3563837866883883,4.597803034768187,3.914968419514526,1.35003043917121,0.19113958032283962
63.wav,7.033069092123937,7.867390299640546,3.7779706664595274,3.536857881637338,3.8874992681410796,3.696494126266336,3.8982820971182455,1.3992078489645208,5.205033399241005,4.287716323541954,1.7229060841961124,3.1201354520245705,3.355817402225994,1.6402716327359865,0.6672602038233331
64.wav,6.506817345851207,7.3509177119370674,3.335112148288493,3.177144066407809,3.8863900849454365,3.2959395867252956,3.7948061106240654,1.4991053223142528,2.254084426103527,4.303236950366586,0.9017825625279833,1.7884029046212182,2.545902657103476,1.1452250790293919,0.4243770000382824
65.wav,7.441858677787298,6.4242312461486595,3.278263419865911,3.822372456939676,3.127764917780364,3.674571686617096,3.102173272814636,1.1806299390906827,4.429901398449534,2.07089535073198,1.5995369839330231,4.335948084968745,1.795664724446258,0.9026401613625512,0.25700767426960935
66.wav,9.681137222525297,7.517990391054256,3.5526220237289747,4.593811343417195,3.5999730644025787,4.696621526227648,3.709197907320668,1.474669185047,3.4810008475625964,2.6735339025303024,1.115467236359837,4.719184267720219,4.494526651563087,1.152895385463449,0.6693379184021913
67.wav,8.667682976174738,8.224227103098698,3.089622204592391,4.238831729311836,3.9332241824547527,4.387589052927702,3.913956108585146,1.5980044046431245,4.6717999135943105,4.67122937464226,1.4317085939592862,4.81750328554029,4.445222316724672,1.0814980506205454,0.20636074554026373
68.wav,5.9886724086007135,7.0702216938114955,3.4665961478135685,2.8988484401424377,3.5229784075008803,3.020695994339826,3.6266759172883125,1.5999372024393081,3.4340264387574537,5.206942584455886,1.5282877580897285,3.4220338001411204,4.143325877885148,0.951317642805185,0.24797898137952143
69.wav,6.734756426124909,8.541976862806319,3.6054949689503415,3.4697255530564495,4.203375615090853,3.318461336882636,4.151230271048246,1.5539629708711684,2.9324993540319326,4.790273159216913,1.7971203745922912,3.698440950614854,3.150693919797078,1.4369313449501926,0.836882259233898
70.wav,5.230665253146031,6.484723837627201,3.5310453005715488,2.3483357367512507,3.1161638880199045,2.495909820014866,3.1430318977880938,1.3015380043318194,1.4104385779983721,2.3732002484918993,1.6714781192809895,1.1621192591192746,3.074212427444543,0.9366678937248762,0.48149328056563273
71.wav,8.120629227044251,5.929498959348333,3.338676943827103,3.933080495842589,2.7365827915182983,3.907702878969277,2.8844204611489825,1.0177557557758858,4.2096501042869825,2.202341872904925,1.7554802032661034,3.9606718210343437,1.3876601325303841,1.5906840110002824,0.11479081703661814
72.wav,8.920899326521914,5.512470941092916,3.2098655975185606,4.368869796087291,2.5617598902082426,4.295407400173645,2.7038981200643466,1.1926778109744522,5.203827661330092,1.9658470748422538,1.2679859977153654,3.618663013059128,1.3978282633951944,1.641897316348075,0.21999849853597997
73.wav,5.487202764274687,5.104734153069518,3.4765656712819504,2.6274014720614844,2.6393907901069005,2.7865679570442974,2.6991070362901297,1.461659696354265,2.540116896440196,1.3861104688032555,1.1762039900494707,1.4848374342702073,4.210478654017777,1.0315617651423772,0.3282265983481894
74.wav,8.685285231754998,5.881509176499527,3.585731838080938,4.128560539668601,2.9790869748696243,4.226412298062921,3.1056769957209513,1.2058771413152443,3.4253872098163747,4.089967671304878,1.376325812205744,5.062173503987188,4.643004993217109,1.246307266248516,0.9751054381604133
75.wav,7.729547078914809,9.087272122417637,3.3727666828130145,4.022082086248891,4.516508110628937,4.023042187655217,4.346510821811469,1.017777059544965,4.701757709435809,4.877144902167783,1.4352995013662666,2.739535851612876,3.496959099156956,1.327585968738424,0.8747132430575376
76.wav,7.802129737903153,6.575352520517878,3.8246542397583565,3.9432942850584656,3.1633553219728903,4.031347306570383,3.0179363912842696,1.0748590170545993,4.677111254867957,3.4146609695406296,1.7042295226953557,3.2732544736525018,2.432249960240839,1.193677097895086,0.14253674858449367
77.wav,7.204962095696313,5.100266848393956,3.802032171811572,3.3680633748517037,2.4627283838236087,3.514419026533809,2.4298646770834047,1.6440387314097662,4.142287051003746,2.7004747303441454,1.225011569675364,2.814861733096783,1.7932092087783051,1.5246585402450918,0.40350180806423774
78.wav,9.456219551544187,8.461978684798915,3.9504384576856806,4.727568422947937,4.370584503927811,4.760567701753948,4.2038180576675295,1.3787813586623479,5.679694143165563,5.392415795610581,1.1677516628385372,5.109942793318056,3.34280969331574,1.7981004061393042,0.2862547915502947
79.wav,8.506829157518512,9.976800750464118,3.946740230484677,4.335932141208216,5.0773560927665295,4.451854414792711,4.953009695605206,1.1352462286918419,5.269332962106288,4.525950378337099,1.2300898967870895,3.7497058907499397,5.3494682256707895,1.2864657282666987,0.9385197164480292
80.wav,5.735643676144095,7.507610738614966,3.4518208739994245,2.761352048817513,3.8727979862648625,2.778848260218438,3.713757480145779,1.4463526071851125,1.768164960670111,4.493888704246254,1.7712781563291804,3.459839921180998,4.881135509140288,1.7043250836365829,0.696254249925048
81.wav,8.945180603908334,7.985182152106187,3.1799339581793675,4.250564506066792,4.214327761857768,4.341238928681688,4.070528773393122,1.2413451745836979,4.613365608323377,5.042806672986227,0.9497337241088528,3.2521639239040994,2.911912269511563,1.061323904406392,0.3644168955184379
82.wav,6.974802383142174,8.930882878896043,3.719163355221836,3.2282454099341718,4.289626853553408,3.3977723948135288,4.302299714229449,1.736967408780807,2.1042376732041665,3.288272112792908,1.6714290099466487,5.217042238998999,3.7725014975156883,1.5919834286957866,0.3118692737614549
83.wav,8.684779638288148,9.433592260406876,3.254737950095654,4.188352079503638,4.707132087442,4.11050408317285,4.846916526730791,1.3441131997751188,4.06812356415629,3.1671823651681126,1.7395193043125432,4.501141233297746,6.3758876384848815,1.2900264278332207,0.9350880165104453
84.wav,9.812420123172057,5.096306600224965,3.406298035756935,4.957539945512043,2.5921788466744156,4.881767055403884,2.439999777401874,1.6579243571589695,5.084467575254662,3.2052299177467964,1.0991341909995493,5.577863821132342,3.519611179723558,1.0059492974554036,0.4706481580728165
85.wav,7.476352611869727,9.981082049582325,3.452174690626852,3.663161160220492,5.056515073978717,3.539360319178693,5.173019802455046,1.611846635697547,1.860011907166919,4.360022241481943,1.143219782715353,3.788053215545763,6.034670681396863,1.0233835499592854,0.2863093966660323
86.wav,8.732235999211074,6.239346586463332,3.1563085886422058,4.140227772313633,3.0960716859519044,4.265136807665423,2.996083022157026,1.181303009244758,5.7366422957264405,2.661026187642363,1.3097116627502023,3.011305388368904,4.47797459811531,1.72535328864288,0.6586262549250427
87.wav,9.459202707523099,8.763727153442815,3.992655021866681,4.728463382806522,4.164200285987607,4.860997643501506,4.253836605312052,1.1801932200470178,5.959252965370971,2.6085695730122085,1.5647991234074465,4.846358175953364,5.055956570821672,1.7694522411980382,0.6954981603813315
88.wav,9.841741636458629,6.971574076052262,3.7214633347560726,4.9426361992763015,3.6351919445766816,5.029427119047372,3.5128508793316398,1.4463017977977188,4.544807280955871,2.1875891114749,0.9743063599882155,5.059256377012536,2.329539127890175,1.3117671350023017,0.28443175431759743
89.wav,5.406752308048534,8.652059282690535,3.3153586461045323,2.88318914434106,4.095461543514256,2.840972613731123,4.24979159419545,1.4026845174595735,3.491883666483711,5.201071510069185,1.4261513770322458,2.0091644439704757,5.298214172268923,1.4308417118809302,0.4513820086294297
90.wav,8.669835132900596,6.193517151165746,3.7968304963236275,4.22629536522693,3.0020482770987815,4.103751171338354,2.8991749542973917,1.4508086323195057,4.285222402430448,4.09557624881089,0.9857132521123794,5.7581737497869,3.2634885708578416,1.0131172372844552,0.26575346091764174
91.wav,7.282741506388818,8.157515688065025,3.3390413146543256,3.6510641284062464,4.1599862402273295,3.591854713277699,4.297805851169079,1.1545662854180416,4.578780098510949,4.455866681644046,1.5316850907259807,3.295582986535176,2.7553251028630363,1.5933426390009187,0.2506018905984041
92.wav,7.867293595438781,8.465066093826861,3.641930284406101,4.002030307061128,4.166681821199134,4.075733465791895,4.013489639959008,1.4920454441510538,3.252784942940492,4.6186593485622165,1.549089459460971,5.360677720132346,5.120136884567158,1.218590205884067,0.18589511454371194
93.wav,9.002570427044375,7.714662072910144,3.2104089937647737,4.524729104742101,3.859752142199901,4.412435512864493,3.732119273301543,1.3618450697243965,4.677824132310231,2.2846703047033325,1.339026623253829,5.620402342022316,3.7439518385660215,1.794828770534677,0.4294824292186325
94.wav,8.69598971822477,7.905272654204483,3.74940835473407,4.2411491834409185,3.8914038912814553,4.2025607164890255,3.7464524158895065,1.3127918065072517,3.5977857662604973,4.825903066552921,1.056324249963943,4.39024754362365,2.678983441315011,1.6026426501838196,0.4869458175763841
95.wav,6.1713631796462955,9.537414004735174,3.8027654323774907,2.8966095307620434,4.711672297609445,3.0599480134487096,4.758794904430561,1.7092944909711392,3.562553435044276,3.959110344123454,1.0058463357306746,3.8945180910351223,4.232290029595331,1.5325699856671662,0.44878702663783965
96.wav,5.60476369807304,6.724872169620282,3.9962679612423013,2.8185589009240806,3.609804998640647,2.8123424474070173,3.4399186963509383,1.3278793876804453,1.9314746820441724,2.9049578713116944,1.3481460056604955,4.382569595933684,2.8786919810900478,0.9328044962717131,0.889655883790324
97.wav,8.55487723993331,6.440934038106207,3.3134331931364813,4.283872830069815,3.3033266756163555,4.330322182589954,3.1397954625392797,1.7274470873821064,5.981128556486485,3.145026287034963,1.45421394966398,5.19249649888322,2.0731932363062615,1.470184442517635,0.42414906665936913
98.wav,8.864066430986961,9.342103697797329,3.447729433892932,4.468952193832011,4.517250996371347,4.442459132053972,4.675042370272536,1.49683000673408,3.9916775496134527,5.152637843339087,1.4515173675443225,3.3127755855616274,5.315586484725445,1.6291512827267494,0.40323334729464355
99.wav,7.251759840651125,5.961825684794037,3.2649979637329736,3.4959716304330564,2.81211836470328,3.6402849170239358,2.853028941738306,1.0699562099079456,2.9853680508606817,2.0040233083287164,1.788832380745549,3.2724483493295193,1.0135539902275612,1.6856456501179533,0.39682173860688896
100.wav,8.4850023429933,8.309736172249451,3.983203124434594,4.075014732284692,4.163579597735094,4.144589790611028,4.307660516870442,1.5551818209302208,5.25392313452653,4.864893832749992,1.4378157493660846,4.010105354593111,5.492771611329172,1.4559411574613745,0.5504028940062724
101.wav,7.152933220034223,6.148115574435138,3.6780089403685894,3.601007126008367,2.8998282351903506,3.718633266811995,3.0082906295934113,1.0251630222905088,2.0805442294490035,3.081117034375565,1.3469599067110465,4.119615101393362,4.434563136054057,1.4991462924249321,0.12616799279270124
102.wav,5.77241575303556,5.80044244807249,3.0158304531247655,2.9154007205126518,2.7541345002382447,3.023389275583423,2.6500265179615385,1.1840727582594792,3.673050484483285,2.8874212202403435,1.355876653527483,2.0791626287153897,3.430971975655845,1.1303559264949103,0.22368717487580125
103.wav,8.266105666342872,6.606696864804692,3.380311008321807,4.161211464228378,3.1871922883727404,4.1287803536672385,3.3336444070592623,1.2341703803157533,3.9710855958189244,2.0711711267197837,1.6407616228796582,5.362067052643911,2.113021252024933,1.1971818202994424,0.25142520943945545
104.wav,8.338021093326144,8.525529645375135,3.271529727203067,4.184645712987545,4.267974578059249,4.165939391503975,4.416803585771298,1.4373328222315516,4.468777536215058,3.6834146184662986,1.4871119688809071,2.8808709122076244,3.9765614901766155,1.6166857596476254,0.5803205669530459
105.wav,7.057704075699606,5.798397385567757,3.419365938376579,3.4529835566549263,3.105437019739923,3.332307947387333,2.985698148324266,1.1575816049965404,3.112992400023449,3.7784751473981895,1.3239035766780887,2.1871149846682396,1.455943348279267,1.4121526041835055,0.18982647985857568
